epoch,train_loss,train_acc,val_loss,val_acc,learning_rate,time_elapsed,memory_used_mb,batch_time_ms,eta_hours
40,1.460958618135117,59.31015625,0.8827348245850092,84.12,0.09698368945684317,641.8997247219086,413.9384765625,23.540366571932175,0.6985739601982964
41,1.44876330976669,59.94244140625,0.8983172849763797,84.11,0.09667803538674313,657.7802407741547,412.6884765625,23.472047080628027,0.6970820573965708
42,1.4589392137222779,59.31085205078125,0.8482286990443363,85.75,0.09635816279580595,673.5022926330566,413.6884765625,23.49099031271645,0.6899832684463925
43,1.4596903786872522,59.2887353515625,0.8590375177467926,85.49,0.09602416912032148,689.4718670845032,413.9375,23.55463740924677,0.6854067720969518
44,1.4435348217479718,60.20907470703125,0.8512223378012452,85.71,0.09567615609799876,705.2172973155975,412.6884765625,23.509439188070573,0.6822644837697347
45,1.4464894921634905,59.97894775390625,0.8558183003075516,85.2,0.09531422973697568,720.9540004730225,413.6884765625,23.513969902794198,0.6775163736608293
46,1.4088957772468225,61.93084228515625,0.899979712842386,82.9,0.09493850028352786,736.7580163478851,413.9384765625,23.51218595291479,0.6760253089004092
47,1.4334866753020608,60.58053466796875,0.8876384889023213,83.55,0.09454908218848657,752.5416986942291,412.6884765625,23.483913927413404,0.6707713288068772
48,1.4239894972441676,60.8036962890625,0.8560609576068346,85.65,0.09414609407237597,768.2630178928375,413.6884765625,23.523203481119662,0.663755480978224
49,1.4071868362899025,61.69676025390625,0.8432471880429908,85.48,0.09372965868928004,784.0000507831573,413.9375,23.47905643450947,0.6600465206305186
50,1.4356665637927315,60.57758056640625,0.8404044184503676,86.0,0.09329990288945057,799.7004923820496,412.6884765625,23.507988871857762,0.6541505555311838
51,1.4505709423043858,59.47539794921875,0.8849457743801649,83.59,0.09285695758066734,815.6963732242584,413.6884765625,23.53692587953025,0.6511580491728253
52,1.4165096818067777,61.14969970703125,0.8414653486843351,85.25,0.09240095768836232,831.4964218139648,413.9384765625,23.47110559384282,0.6495234237776862
53,1.441289713017095,60.127021484375,0.8375048448767843,86.89,0.09193204211452004,847.1846063137054,412.6884765625,23.557568510500385,0.6405658292770385
54,1.427156594424202,60.68734375,0.83718210911449,86.77,0.09145035369536682,863.1426286697388,413.6884765625,23.54275228116459,0.635921160115136
55,1.4424134471926826,60.11772216796875,0.8633492588996887,84.54,0.09095603915786131,878.8453018665314,413.9384765625,23.55846277060219,0.6324356416861217
56,1.429575653121875,60.89054443359375,0.8397597429118578,86.95,0.09044924907500021,894.586493730545,412.6884765625,23.523061801069463,0.629612340927124
57,1.386317718905001,62.63745849609375,0.8458065707472306,86.15,0.08993013781995213,910.5341625213623,413.6884765625,23.54134081270748,0.623485951423645
58,1.4080829239500978,61.7962890625,0.8472891789448412,85.98,0.08939886351903409,926.2059187889099,413.9375,23.56229270228182,0.6181306257512834
59,1.4219590671146258,60.9421337890625,0.8780457792402823,84.54,0.08885558800354473,941.9282648563385,412.6884765625,23.538919302602164,0.615759036342303
60,1.4148932019361673,61.2576025390625,0.9021569150912611,83.44,0.0883004767604689,957.6468422412872,413.6884765625,23.526695208808484,0.6112431473202176
61,1.40944941089557,61.613076171875,0.8185991033723082,87.49,0.08773369888206872,973.4054262638092,413.9375,23.488718099868336,0.6058487297428978
62,1.4011712736976794,61.945458984375,0.8840435901774636,83.93,0.08715542701437645,989.3814699649811,412.6884765625,23.54588676184511,0.6014243205388387
63,1.4044340688961383,61.66747314453125,0.8589424702185618,86.17,0.08656583730460483,1005.0677087306976,413.6884765625,23.54289472293549,0.5969169380929735
64,1.4126745704263926,61.3598486328125,0.8559536722641957,86.74,0.08596510934749095,1020.8267529010773,413.9375,23.504237397410236,0.5953109280268352
65,1.3950102955769426,62.13376953125,0.9129622005209138,85.6,0.08535342613058991,1036.6143746376038,412.6884765625,23.479605635134174,0.5920051485300064
66,1.3936857685875208,62.23652099609375,0.8145704095876669,87.64,0.08473097397853513,1052.3656778335571,413.6884765625,23.506340508262948,0.5862677489386664
67,1.4131628269204697,61.18831298828125,0.8430028172987926,86.2,0.08409794249628189,1068.3212954998016,413.9384765625,23.497391813479293,0.5796661571661631
68,1.4150365372054494,61.401484375,0.8643272835997087,85.0,0.08345452451135206,1084.0415532588959,412.6884765625,23.50909336687277,0.5763789765040079
69,1.3987074620045794,62.0967626953125,0.8145081129255174,87.74,0.08280091601509675,1099.8166167736053,413.6884765625,23.50149977321442,0.5740078481038412
70,1.424497655405404,60.927724609375,0.8453525380243229,86.29,0.08213731610299556,1115.9824163913727,413.9384765625,23.519612729739837,0.5724968287679885
71,1.3963128261672804,62.1375244140625,0.8224221037912972,86.71,0.08146392691401018,1131.8133254051208,412.6884765625,23.495034287912777,0.5637682610750199
72,1.3662037186729261,63.35806884765625,0.873897745639463,85.58,0.08078095356901081,1147.453358888626,413.6884765625,23.512465504411693,0.5560599009195963
73,1.4040789194762135,61.6023828125,0.8290022626707826,87.02,0.08008860410829448,1163.1612117290497,413.9375,23.53322620209033,0.5541078879435857
74,1.3630859044413217,63.63179443359375,0.8086095739014542,88.12,0.07938708942821382,1178.9333295822144,412.6884765625,23.499025704380802,0.5519951272010803
75,1.3865659025530466,62.31112548828125,0.815528825114045,88.48,0.07867662321693616,1194.9572684764862,413.6884765625,23.51964548372994,0.5473009910848405
76,1.3678831597105763,63.5072119140625,0.8487148511258862,86.77,0.07795742188935187,1211.0156993865967,413.9384765625,23.488736381165136,0.5426953681310018
77,1.3838545845720334,62.70526611328125,0.8183923378775392,88.53,0.07722970452115238,1226.7666552066803,412.6884765625,23.511983335208587,0.5381294476985932
78,1.398506279570607,62.02068603515625,0.8454727960538261,86.98,0.07649369278209762,1242.7517111301422,413.6884765625,23.53241496954482,0.5323656495412191
79,1.3742039481671855,62.79515380859375,0.8173112227946897,87.3,0.0757496108684932,1258.4412982463837,413.9375,23.52452201965137,0.5273154068655438
80,1.3849722963933366,62.49377197265625,0.8022882961019685,88.46,0.07499768543489813,1274.157445192337,412.6884765625,23.510158252411376,0.5238419294357299
81,1.3613866438119175,63.70678955078125,0.8144047667708578,88.08,0.07423814552508347,1289.9533987045288,413.6884765625,23.532052390491618,0.519129545489947
82,1.3679642085069286,63.62374267578125,0.8502436144442498,87.44,0.07347122250226364,1305.6669104099274,413.9375,23.482046188256994,0.5150274243619707
83,1.3781806407645107,62.89171630859375,0.8408378898342953,86.95,0.0726971499786207,1321.385104417801,412.6884765625,23.483549824918803,0.5108147352933884
84,1.3656695900252833,63.32983642578125,0.79042559711239,88.36,0.07191616374414399,1337.0582656860352,413.6884765625,23.527051694096087,0.5049975657463074
85,1.346235869601131,64.31285888671874,0.7831023033661179,88.29,0.07112850169480611,1352.759020805359,413.9375,23.52164957089165,0.5015255173047384
86,1.3585777046581426,63.86319091796875,0.8013431867466697,89.13,0.07033440376009754,1368.468097448349,412.6884765625,23.500805845656714,0.497427495320638
87,1.3764261487193001,62.92891845703125,0.8664127203482616,87.82,0.06953411182994178,1384.5099387168884,413.6884765625,23.51690024232712,0.4935168747107188
88,1.3976308362552534,61.9798779296875,0.823319431347183,88.59,0.06872786968101337,1400.284467458725,413.9375,23.504018021848637,0.4907370514339871
89,1.3642534122299463,63.69909912109375,0.8668160529076299,87.0,0.06791592290248112,1416.0349469184875,412.6884765625,23.52179277438325,0.4856140687068303
90,1.3639874157433312,63.41904541015625,0.7899393205401264,89.03,0.06709851882119926,1431.6893165111542,413.6884765625,23.522312267900656,0.478302178117964
91,1.365074504107332,63.39829833984375,0.8222486316403256,86.43,0.06627590642636934,1447.5269906520844,413.9375,23.505645057263845,0.4761703094508913
92,1.368053761724466,63.12242919921875,0.8413060488580149,86.28,0.06544833629369562,1463.2843172550201,412.6884765625,23.502048212118424,0.4726943349838257
93,1.3454366591030036,64.0713037109375,0.7900449301623091,88.3,0.06461606050905741,1478.9571223258972,413.6884765625,23.53398487590753,0.46580558750364515
94,1.357823929085899,63.60540283203125,0.8222992344747616,87.74,0.06377933259172111,1494.7349243164062,413.9384765625,23.461597796065355,0.4645435032579634
95,1.3626005325835353,63.42344482421875,0.795015400723566,88.44,0.06293840741711591,1510.431922197342,412.6884765625,23.54600101995011,0.4578048566977183
96,1.3290925934291875,64.9813525390625,0.7805582571633255,89.91,0.06209354113919623,1526.1766319274902,413.6884765625,23.47714756243526,0.4548231183158027
97,1.3596296072387086,63.65790771484375,0.7753470562681367,89.02,0.061244991112414736,1542.1487264633179,413.9384765625,23.50018961361041,0.44869651622242396
98,1.3345711467365107,64.9658984375,0.7885280711741387,89.3,0.06039301581332964,1557.855981349945,412.6884765625,23.51661688222672,0.4450154209136963
99,1.333624311148549,64.9861767578125,0.7747530756117422,89.02,0.059537874761870356,1573.6220042705536,413.6884765625,23.471365340601523,0.44230083962281547
100,1.3183778069270686,65.35759521484376,0.7902522864221018,88.79,0.05867982844228507,1589.355831861496,413.9375,23.525305068530976,0.43702709674835205
101,1.3061611551446275,65.93984130859376,0.7834468929073478,88.78,0.057819138223794815,1605.1751775741577,412.6884765625,23.461164376987057,0.4320860683917999
102,1.3189895067352075,65.266220703125,0.7951370281509206,88.5,0.056956066280977845,1620.9824929237366,413.6884765625,23.468973537603507,0.4302876130739848
103,1.3460787926999906,64.11278076171875,0.772583864157713,90.26,0.05609087551390868,1636.740387916565,413.9384765625,23.48506488739111,0.42456403427653844
104,1.3313607939135153,64.5800830078125,0.799621395672424,89.19,0.055223829468076295,1652.7565350532532,412.6884765625,23.471471981499523,0.4200396347045898
105,1.3239806338240163,65.16767822265625,0.7835451402241671,88.36,0.05435519225410549,1668.429489850998,413.6884765625,23.542257162709586,0.41356954640812343
106,1.3307882627359213,64.994892578125,0.7744860279409191,89.89,0.05348522846730634,1684.1609058380127,413.9384765625,23.527322104944588,0.4107423954539829
107,1.3233312840659779,65.4075146484375,0.7963467044166371,88.51,0.052614203107075805,1699.9044740200043,412.6884765625,23.482032477284392,0.40668593883514403
108,1.3518091605875058,64.19416259765624,0.7960585227495507,88.77,0.05174238149617646,1715.576809644699,413.6884765625,23.547935028807423,0.40049386368857487
109,1.3301804585578723,64.97833984375,0.7739618322517299,88.93,0.050870029199916456,1731.2852990627289,413.9375,23.53663642566425,0.3970549668868383
110,1.3418726401207166,64.40161376953125,0.7774125194247765,89.18,0.04999741194525596,1747.0681746006012,412.6884765625,23.503410930450734,0.3945512056350708
111,1.3682543721061926,63.45055419921875,0.8111039815069754,89.33,0.04912479553986394,1762.911086320877,413.6884765625,23.5141367196275,0.38934964299201963
112,1.3102207555176733,65.87052001953126,0.7668692658219156,89.62,0.048252445791150705,1778.6892018318176,413.9384765625,23.518540988714932,0.3856656636132134
113,1.315589307024837,65.72265625,0.773980698253535,89.6,0.04738062842530038,1794.4513113498688,412.6884765625,23.641226771540534,0.38089768211046854
114,1.301265030623244,66.34742431640625,0.7556639615493485,90.69,0.046509609006328036,1810.2820706367493,413.6884765625,23.548200869331726,0.3781593265798357
115,1.3046687807137973,66.1609375,0.7582950509047206,90.09,0.045639652855186494,1826.3347797393799,413.9384765625,23.52122148385825,0.372118451529079
116,1.3147259173682704,65.52939208984375,0.7555504267728781,90.63,0.04477102496894683,1842.105670452118,412.6884765625,23.51597018135241,0.3679679234822591
117,1.2953092937652295,66.44652099609375,0.7870239389093616,89.62,0.04390398994007779,1857.861732006073,413.6884765625,23.586110946850273,0.3632456398672528
118,1.31037046162846,66.056552734375,0.7992856434628933,88.41,0.04303881187584831,1873.6372556686401,413.9375,23.53542833663404,0.35931258771154617
119,1.315574675703201,65.577255859375,0.7504899049107032,90.09,0.042175754317877914,1889.4096834659576,412.6884765625,23.486722391634324,0.3548607748746872
120,1.312732958565124,65.7694384765625,0.7758671867696545,89.72,0.04131508016185941,1905.1652550697327,413.6884765625,23.532739462563022,0.3501056883070204
121,1.335487057606633,64.73408203125,0.7998215390157096,89.75,0.04045705157747826,1921.0237782001495,413.9375,23.46675921552859,0.34643314997355146
122,1.3040584638095891,66.0326708984375,0.7489604067198837,91.11,0.03960192992855315,1936.7558948993683,412.6884765625,23.494581064096273,0.34084451556205747
123,1.3091443805648877,66.029462890625,0.7638838985298253,89.93,0.03874997569342213,1952.7494328022003,413.6884765625,23.559018826713196,0.33590190158949956
124,1.330921109682455,64.68564208984375,0.7632104694088803,90.52,0.037901448385598245,1968.4083154201508,413.9375,23.517344325495223,0.3305588597721524
125,1.3143526946012967,65.79851318359376,0.8075697671009016,88.02,0.037056606474719325,1984.1168792247772,412.6884765625,23.562726121360118,0.3272445946931839
126,1.3052069436246976,65.85666748046874,0.7677827658532541,89.66,0.03621570730781564,1999.8725101947784,413.6884765625,23.48768215971633,0.3238488006591797
127,1.298291800121149,66.137587890625,0.7421078387695023,90.63,0.03537900703091937,2015.631507396698,413.9375,23.510973293560383,0.31954028526941936
128,1.2777152173816206,67.25452880859375,0.7209747041328044,91.63,0.03454676051104016,2031.3723595142365,412.6884765625,23.61548822908737,0.3148001956939697
129,1.2745341820457874,67.40351318359374,0.734343534783472,90.84,0.0337192212585301,2047.4585857391357,413.6884765625,23.532986260069826,0.3110969589153926
130,1.2665532705502007,67.42766357421876,0.7868939970113054,90.02,0.03289664134986208,2063.184974193573,413.9375,23.548501749008228,0.3057745310995314
131,1.268572815119649,67.7815576171875,0.7468421806263018,91.1,0.0320792713508448,2079.1655752658844,412.6884765625,23.564471985204534,0.3021974966923396
132,1.2760451889266602,67.18814208984375,0.729229994967014,91.02,0.03126736024029798,2094.971466779709,413.6884765625,23.5142357433185,0.29853983137342666
133,1.2400746947279373,68.69632568359376,0.7615966781785216,89.9,0.03046115533421105,2110.6886649131775,413.9375,23.52700675257479,0.29249873313638897
134,1.2998976096177635,66.37582763671875,0.746413325961632,90.83,0.029660902210408315,2126.479483127594,412.6884765625,23.535914314440646,0.28948322335879006
135,1.2781291564051716,67.37758056640625,0.7549486605426933,91.47,0.028866844633743477,2142.2541744709015,413.6884765625,23.557343041173183,0.28480512069331276
136,1.2807415782834013,67.33260498046874,0.7477746402161031,91.47,0.028079224481846604,2158.030926465988,413.9375,23.535777204714645,0.2804608154296875
137,1.2718755189603128,67.5452734375,0.7261725596234768,91.82,0.027298281671445834,2173.7908143997192,412.6884765625,23.541630266573485,0.2757832062244415
138,1.2619924253929917,68.155771484375,0.737081449997576,91.63,0.026524254085286345,2189.926306962967,413.6884765625,23.51538975017901,0.27121194468604193
139,1.2812513777623162,67.05292236328125,0.7367483015301861,91.48,0.025757377499669085,2205.6874499320984,413.9375,23.566374001792447,0.26704971631368
140,1.2566375094480788,68.39486328125,0.7374470822418793,91.59,0.02499788551263093,2221.5543434619904,412.6884765625,23.555356473587572,0.2644344925880432
141,1.2994113812050498,66.33978271484375,0.7330979516234579,91.24,0.024246009472788467,2237.445901632309,413.6884765625,23.5600311535235,0.25871571136845484
142,1.3089868340629358,65.80414306640625,0.7275588829306108,91.17,0.023501978408867037,2253.171941757202,413.9375,23.574337791710995,0.2533505433135562
143,1.2687742380669322,67.7807763671875,0.7299464194080497,92.23,0.02276601895993632,2268.959404230118,412.6884765625,23.55171240175875,0.2499546112616857
144,1.2695223658610457,67.8680126953125,0.7515172845200647,91.1,0.022038355306373842,2285.061033010483,413.6884765625,23.55319394852026,0.24608265346950955
145,1.2141804169542112,70.16083984375,0.7131479201437552,92.44,0.021319209101577495,2300.847326517105,413.9375,23.513297303416095,0.24116679363780552
146,1.2669368245350285,67.5930224609375,0.7275498335874533,92.1,0.020608799404447826,2316.908268928528,412.6884765625,23.571961984847682,0.23559022307395935
147,1.2412822259881626,68.76162841796875,0.7165850566912301,92.35,0.019907342612660434,2332.7105238437653,413.6884765625,23.552617325950354,0.23263191799322763
148,1.24296785562564,68.76619384765625,0.7435053496421138,91.21,0.0192150523967493,2348.4698815345764,413.9375,23.517875244823127,0.22762288596895006
149,1.2723522725196692,67.66140380859375,0.7533768521079535,91.68,0.018532139635020515,2364.253370285034,412.6884765625,23.540448076047074,0.22358768006165822
150,1.2657669866427828,67.18083251953125,0.708903855915311,91.93,0.01785881234931687,2379.9676988124847,413.6884765625,23.540544814575977,0.21824307243029276
151,1.2497096712977742,68.12937744140625,0.7477254678931418,91.18,0.017195275641652238,2395.8540172576904,413.9375,23.52634253212438,0.21520844976107278
152,1.2435294492557025,68.3340869140625,0.7126460844957376,92.38,0.01654173163173559,2411.6245226860046,412.6884765625,23.531545846226116,0.21026226997375488
153,1.2317890001181215,69.42802001953125,0.7072474111484576,92.61,0.015898379395403353,2427.318418741226,413.6884765625,23.52291859757786,0.20488162808948093
154,1.2765749569137257,67.17143798828126,0.7172171496137788,92.57,0.015265414903979053,2443.3376297950745,413.9375,23.508199868491666,0.2011126168568929
155,1.2001527146028634,70.570810546875,0.6949338113205342,92.24,0.014643030964578427,2458.973711490631,412.6884765625,23.50742519853976,0.19544050395488738
156,1.2536938373273172,68.20193359375,0.7072374964062171,92.74,0.014031417161378571,2474.735593557358,413.6884765625,23.506324512128252,0.1926351194911533
157,1.2466092580042707,68.27365478515625,0.7165551079979425,92.14,0.013430759797868771,2490.767037153244,413.9384765625,23.514231934715003,0.18803751627604168
158,1.2101624840364669,70.74742431640625,0.7315051940423024,92.83,0.012841241840100678,2506.5116698741913,412.6884765625,23.50888008507677,0.18367772420247397
159,1.218818342152495,69.59739013671874,0.7139536444144913,92.78,0.012263042860954988,2522.566128730774,413.6884765625,23.495262804122778,0.17980130838023292
160,1.260304707307785,67.564375,0.7147258399408075,93.14,0.01169633898544191,2538.319260597229,413.9384765625,23.54975173267694,0.1750249491797553
161,1.1633753127183397,72.36816162109375,0.6736073750483839,93.26,0.01114130283705169,2554.324254989624,412.6884765625,23.467353357674593,0.17021897315979004
162,1.2289744666970956,69.3466064453125,0.7167907440209691,93.2,0.010598103485171907,2570.3727135658264,413.6884765625,23.534406107454636,0.16636084040006002
163,1.2119557404289611,69.9528173828125,0.6918075152590305,93.39,0.010066906393587217,2586.1483285427094,413.9384765625,23.51719502823802,0.1621294974618488
164,1.2224933366044262,69.25553466796875,0.7094806681705427,93.43,0.009547873370077533,2602.234227180481,412.6884765625,23.486475594127523,0.15714088201522827
165,1.2098874836303175,70.058642578125,0.6778548548493204,93.29,0.009041162517129808,2618.3325533866882,413.6884765625,23.495977298139383,0.153746873471472
166,1.2403939398713768,68.7624169921875,0.6937015486668937,93.43,0.008546928183778486,2634.107038974762,413.9375,23.53518230084794,0.14897349331114026
167,1.2079983921096729,70.239990234375,0.7040239927134936,93.19,0.008065320918589244,2649.873071670532,412.6884765625,23.49591712220408,0.14451428651809692
168,1.235176165644734,68.728876953125,0.6756364076952391,93.6,0.007596487423800486,2665.626114845276,413.6884765625,23.542430835029187,0.14001950369940863
169,1.2015399750048361,70.19721923828125,0.7004939996743504,93.29,0.007140570510636433,2681.618184328079,413.9375,23.51261327822749,0.13551578395896488
170,1.2096962963049405,69.98473876953125,0.7053253582761257,93.76,0.006697709055805387,2697.376932859421,412.6884765625,23.50293790189603,0.13131577372550965
171,1.2392920659372981,69.027958984375,0.6975420253186286,93.25,0.0062680379591966,2713.444518327713,413.6884765625,23.49721433255619,0.12719321555561489
172,1.2478983973542723,68.14342529296874,0.7039381288274934,93.46,0.0058516881027883974,2729.193885087967,413.9384765625,23.544868341269204,0.12248845471276178
173,1.213117399535621,69.90169921875,0.6828966344459148,94.02,0.005448786310780333,2744.9567489624023,412.6884765625,23.52088251814675,0.11821530997753144
174,1.1473347969329395,72.8461279296875,0.6814205193821388,93.82,0.005059455310961242,2761.4787883758545,413.6884765625,23.46227039544346,0.1172390447722541
175,1.172621857434416,71.85277587890624,0.6728613633143751,93.96,0.004683813697325189,2777.377044916153,413.9375,23.888846936698158,0.11039870149559444
176,1.1969037082629463,70.50728271484375,0.7005084013637108,93.98,0.004321975893946629,2793.0863194465637,412.6884765625,23.505182692798943,0.10472297668457031
177,1.2242985097364114,69.51547607421875,0.6825419106060946,94.2,0.003974052120125668,2808.8207626342773,413.6884765625,23.542349330914288,0.1005203206009335
178,1.1763852800424106,71.62544677734375,0.6684487778929216,94.15,0.0036401483568142216,2824.865415096283,413.9375,23.478527038622968,0.09626802457703484
179,1.2170486440673804,69.71978515625,0.6938768202745462,93.89,0.003320366314333194,2840.5773797035217,412.6884765625,23.542062923931088,0.09164841075738271
180,1.1620587594212053,72.24134521484375,0.6888776232924643,94.06,0.0030148034013905245,2856.30339717865,413.6884765625,23.495873704124183,0.08736223379770915
181,1.1767841225234084,71.6289208984375,0.6759135134612457,94.01,0.002723552695409546,2872.1711192131042,413.9375,23.56596648121794,0.08336828867594401
182,1.2019602789665564,70.07694580078125,0.680281924296029,94.11,0.0024467029141767133,2887.9327001571655,412.6884765625,23.639533466424425,0.07880371928215027
183,1.2043738081432378,70.08614501953124,0.696833350990392,94.19,0.002184338388817291,2903.654386997223,413.6884765625,23.589018434762192,0.07423737419976129
184,1.182974313394711,71.0638134765625,0.681915200963805,94.23,0.0019365390381072894,2919.4074835777283,413.9384765625,23.547526746512222,0.0700101481543647
185,1.1948792936322026,70.59280517578125,0.6905249711833422,94.12,0.001703380344129421,2935.4840931892395,412.6884765625,23.562468659763518,0.06575810313224792
186,1.1846905977200395,71.24428955078125,0.6797389048564283,94.22,0.0014849333292805262,2951.241345643997,413.6884765625,23.5443320898964,0.06127500057220459
187,1.1566721587516249,72.45606689453125,0.6801973188979716,94.29,0.0012812645346374693,2967.0036137104034,413.9384765625,23.52138753897085,0.05691632330417633
188,1.1458338737106932,72.92274658203125,0.6620828086816812,94.53,0.0010924359996880959,2983.114902973175,412.6884765625,23.51986714445364,0.05265241940816243
189,1.175927823534408,71.50290283203125,0.6692840645584879,94.35,0.0009185052434333625,2999.145193338394,413.6884765625,23.550013002877037,0.048181506196657814
190,1.1567154404835198,72.09304443359375,0.6571274045147474,94.51,0.0007595252468665286,3014.9220957756042,413.9375,23.543661013959696,0.04382244017389086
191,1.1376729299085209,73.1157373046875,0.6810899391958986,94.36,0.00061554443683463,3030.738244533539,412.6884765625,23.5290870118065,0.03928193151950836
